full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status
AT2025wob,field16077-2025-08-17,field16077,J,C4,/mnt/photometry/AT2025wob/field16077-2025-08-17/J/stack/coadd.Open-J.02859166-02859202.C4.fits,/mnt/photometry/AT2025wob/field16077-2025-08-17/J/stack/GRB_J_C4_Data_VHS_02859202.ecsv,2025-09-01,8.58,Circle,60.0,1,10,48.0,23.61991,0.7816,1.0,2.0,2.0,0.95,86.85,1.116,0.62722,0.14373,,,16.603,16.298,0.014,0.031,0.375,,16.685,,,,-0.012,,,0.07,,0.018,2025-08-17,-15,sci,187814,AT,2025wob,23.62003194,0.781479776,,,,139,LAST,139.0,LAST,19.42,1.0,Clear,"E. O. Ofek (WIS), R. Konno (WIS), E. A. Zimmerman (WIS), A. Horowicz (WIS), S. Garrappa (WIS), S. Ben-Ami (WIS), D. Polishook (WIS), O. Yaron (WIS), P. Chen (WIS), A. Krassilchtchikov (WIS), Y. M. Shani (WIS), E. Segre (WIS), A. Gal-Yam (WIS), S. Spitzer (WIS), and K. Rybicki (WIS) on behalf of the LAST Collaboration",9/1/25 10:05,,2025TNSTR3499....1O,,9/1/25 10:05,9/1/25 10:05,
AT2025wke,field14180-2025-08-19,field14180,J,C4,/mnt/photometry/AT2025wke/field14180-2025-08-19/J/stack/coadd.Open-J.02872679-02872715.C4.fits,/mnt/photometry/AT2025wke/field14180-2025-08-19/J/stack/GRB_J_C4_Data_VHS_02872715.ecsv,2025-08-25,8.58,Circle,60.0,1,10,48.0,20.03778,-6.46639,1.0,1.0,2.0,1.15,13.28,1.244,0.45314,0.45038,,,18.898,18.576,0.091,0.08,0.417,,19.007,,,,-0.014,,,0.095,,0.13,2025-08-19,-6,sci,187712,AT,2025wke,20.03789983,-6.466358719,,,,74,ALeRCE,48.0,ZTF,20.5003,110.0,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",8/31/25 2:08,ZTF25abmymru,2025TNSTR3470....1F,,8/31/25 2:08,8/31/25 2:08,
AT2025wbq,field12916-2025-07-27,field12916,J,C1,/mnt/photometry/AT2025wbq/field12916-2025-07-27/J/stack/coadd.Open-J.02762714-02762750.C1.fits,/mnt/photometry/AT2025wbq/field12916-2025-07-27/J/stack/GRB_J_C1_Data_2MASS_02762750.ecsv,2025-07-29,8.58,Circle,60.0,1,10,48.0,3.59141,-10.25609,3.0,3.0,3.0,1.1,11.17,1.442,1.42891,-1.0,,,18.463,18.144,0.118,0.103,99.0,,18.318,,,,99.0,,,99.0,,0.16,2025-07-27,-2,sci,187487,AT,2025wbq,3.591439464,-10.25569248,,,,4,Pan-STARRS,4.0,Pan-STARRS,22.35,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",8/28/25 23:52,PS25hds,2025TNSTR3420....1C,,8/28/25 23:52,8/28/25 23:52,
SN2025tgi,field12256-2025-07-23,field12256,J,C3,/mnt/photometry/SN2025tgi/field12256-2025-07-23/J/stack/coadd.Open-J.02737782-02737818.C3.fits,/mnt/photometry/SN2025tgi/field12256-2025-07-23/J/stack/GRB_J_C3_Data_VHS_02737818.ecsv,2025-08-02,8.58,Circle,60.0,1,10,48.0,315.35745,-14.33341,1.0,1.0,2.0,1.42,12.6,1.808,1.11914,0.70309,,,18.986,18.324,0.112,0.106,0.574,,19.044,,,,-0.146,,,-0.088,,0.135,2025-07-23,-10,sci,185571,SN,2025tgi,315.3572132,-14.3331999,0.07633,3.0,SN Ia,48,ZTF,48.0,ZTF,20.3354,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",8/5/25 11:18,"ZTF25abhilyd, GOTO25fvm, ATLAS25khj",2025TNSTR3086....1S,2025TNSCR3429....1G,8/5/25 11:18,8/28/25 17:02,
AT2025vxz,field15762-2025-08-18,field15762,J,C3,/mnt/photometry/AT2025vxz/field15762-2025-08-18/J/stack/coadd.Open-J.02865929-02865965.C3.fits,/mnt/photometry/AT2025vxz/field15762-2025-08-18/J/stack/GRB_J_C3_Data_VHS_02865965.ecsv,2025-08-23,8.58,Circle,60.0,1,10,48.0,23.75773,-0.64646,1.0,1.0,2.0,0.97,19.81,1.106,0.73073,0.14859,,,18.786,18.49,0.06,0.058,0.32,,18.658,,,,0.152,,,0.023,,0.086,2025-08-18,-5,sci,187388,AT,2025vxz,23.757542,-0.646369,,,,154,WFST,154.0,WFST,21.36,153.0,r,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",8/28/25 9:04,WFST250823dkai,2025TNSTR3421....1X,,8/28/25 9:05,8/28/25 9:05,
AT2025vxw,field16077-2025-08-17,field16077,J,C1,/mnt/photometry/AT2025vxw/field16077-2025-08-17/J/stack/coadd.Open-J.02859166-02859202.C1.fits,/mnt/photometry/AT2025vxw/field16077-2025-08-17/J/stack/GRB_J_C1_Data_VHS_02859202.ecsv,2025-08-23,8.58,Circle,60.0,1,10,48.0,22.76089,1.27963,1.0,1.0,2.0,1.6,18.92,1.524,1.14317,0.42201,,,18.805,18.002,0.069,0.063,0.872,,18.844,,,,0.03,,,0.068,,0.08,2025-08-17,-6,sci,187385,AT,2025vxw,22.760708,1.279369,,,,154,WFST,154.0,WFST,21.64,153.0,r,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",8/28/25 9:04,WFST250823cxwy,2025TNSTR3421....1X,,8/28/25 9:05,8/28/25 9:05,
AT2025vvs,field15774-2025-08-18,field15774,J,C3,/mnt/photometry/AT2025vvs/field15774-2025-08-18/J/stack/coadd.Open-J.02866409-02866445.C3.fits,/mnt/photometry/AT2025vvs/field15774-2025-08-18/J/stack/GRB_J_C3_Data_VHS_02866445.ecsv,2025-08-20,8.58,Circle,60.0,1,10,48.0,37.62561,-0.68772,2.0,1.0,2.0,1.36,30.93,1.096,1.61326,0.03592,,,18.405,17.641,0.045,0.059,0.811,,18.714,,,,-0.262,,,0.048,,0.06,2025-08-18,-2,sci,187329,AT,2025vvs,37.626,-0.687939,,,,154,WFST,154.0,WFST,22.15,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",8/28/25 9:04,WFST250820nbba,2025TNSTR3421....1X,,8/28/25 9:04,8/28/25 9:04,
AT2025vtg,field15774-2025-08-18,field15774,J,C1,/mnt/photometry/AT2025vtg/field15774-2025-08-18/J/stack/coadd.Open-J.02866409-02866445.C1.fits,/mnt/photometry/AT2025vtg/field15774-2025-08-18/J/stack/GRB_J_C1_Data_VHS_02866445.ecsv,2025-08-20,8.58,Circle,60.0,1,10,48.0,37.82674,-0.17965,1.0,1.0,2.0,1.09,23.03,1.323,0.5783,0.14525,,,18.744,18.261,0.053,0.063,0.619,,19.078,,,,-0.198,,,0.135,,0.064,2025-08-18,-2,sci,187265,AT,2025vtg,37.826583,-0.179675,,,,154,WFST,154.0,WFST,22.63,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",8/28/25 9:03,WFST250820nbvi,2025TNSTR3421....1X,,8/28/25 9:03,8/28/25 9:03,
AT2025vtc,field15766-2025-08-18,field15766,J,C2,/mnt/photometry/AT2025vtc/field15766-2025-08-18/J/stack/coadd.Open-J.02866089-02866125.C2.fits,/mnt/photometry/AT2025vtc/field15766-2025-08-18/J/stack/GRB_J_C2_Data_VHS_02866125.ecsv,2025-08-20,8.58,Circle,60.0,1,10,48.0,29.31356,0.25532,1.0,1.0,2.0,1.53,33.68,1.851,0.79964,0.22607,,,18.178,17.167,0.047,0.086,1.074,,18.413,,,,-0.171,,,0.063,,0.089,2025-08-18,-2,sci,187261,AT,2025vtc,29.31375,0.255203,,,,154,WFST,154.0,WFST,21.84,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",8/28/25 9:03,WFST250820lgdx,2025TNSTR3421....1X,,8/28/25 9:03,8/28/25 9:03,
SN2025tsw,field11102-2025-08-06,field11102,J,C4,/mnt/photometry/SN2025tsw/field11102-2025-08-06/J/stack/coadd.Open-J.02805634-02805670.C4.fits,/mnt/photometry/SN2025tsw/field11102-2025-08-06/J/stack/GRB_J_C4_Data_VHS_02805670.ecsv,2025-08-13,8.58,Circle,60.0,1,10,48.0,32.85756,-17.76309,1.0,2.0,2.0,1.41,60.61,1.241,0.97681,0.02664,,,17.387,16.601,0.024,0.045,0.866,,17.485,,,,-0.018,,,0.079,,0.028,2025-08-06,-7,sci,185899,SN,2025tsw,32.8577104,-17.7633238,0.065,3.0,SN Ia,48,ZTF,48.0,ZTF,18.2292,111.0,r,"Nabeel Rehemtulla (CIERA, NU), Wynn Jacobson-Galán (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",8/13/25 11:37,ZTF25abikgia,2025TNSTR3187....1R,2025TNSCR3382....1G,8/13/25 11:37,8/26/25 19:17,
AT2025vma,field1702-2025-08-25,field1702,J,C2,/mnt/photometry/AT2025vma/field1702-2025-08-25/J/stack/coadd.Open-J.02890297-02890333.C2.fits,/mnt/photometry/AT2025vma/field1702-2025-08-25/J/stack/GRB_J_C2_Data_VHS_02890333.ecsv,2025-08-23,8.58,Circle,60.0,1,10,48.0,11.37942,-62.74425,1.0,2.0,2.0,2.0,79.73,1.398,0.41064,0.09407,,,16.6,15.83,0.021,0.077,0.992,,16.724,,,,0.099,,,0.223,,0.022,2025-08-25,2,sci,187075,AT,2025vma,11.37961786,-62.74417714,,,,18,ATLAS,18.0,ATLAS,18.966,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",8/26/25 10:08,"ATLAS25kkp, GOTO25gsv",2025TNSTR3375....1T,,8/26/25 10:08,8/26/25 10:08,
AT2025vhi,field15121-2025-08-30,field15121,J,C3,/mnt/photometry/AT2025vhi/field15121-2025-08-30/J/stack/coadd.Open-J.02917066-02917102.C3.fits,/mnt/photometry/AT2025vhi/field15121-2025-08-30/J/stack/GRB_J_C3_Data_VHS_02917102.ecsv,2025-08-24,8.58,Circle,60.0,1,10,48.0,13.94377,-2.89561,0.0,0.0,0.0,1.9,21.66,1.754,0.39306,-1.0,,,18.532,17.529,0.066,0.069,99.0,,18.722,,,,99.0,,,99.0,,0.067,2025-08-30,6,sci,186953,AT,2025vhi,13.94379333,-2.8955,,,,18,ATLAS,18.0,ATLAS,20.008,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",8/24/25 13:49,ATLAS25khz,2025TNSTR3350....1T,,8/24/25 13:49,8/24/25 13:49,
AT2025vdr,field1842-2025-08-26,field1842,J,C1,/mnt/photometry/AT2025vdr/field1842-2025-08-26/J/stack/coadd.Open-J.02896558-02896594.C1.fits,/mnt/photometry/AT2025vdr/field1842-2025-08-26/J/stack/GRB_J_C1_Data_VHS_02896594.ecsv,2025-08-23,8.58,Circle,60.0,1,10,48.0,356.77002,-62.5642,0.0,0.0,0.0,1.62,19.39,1.074,0.24577,-1.0,,,18.786,17.835,0.077,0.073,99.0,,18.796,,,,99.0,,,99.0,,0.093,2025-08-26,3,sci,186858,AT,2025vdr,356.7701388,-62.5642425,,,,18,ATLAS,18.0,ATLAS,18.487,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",8/23/25 15:01,"ATLAS25kft, GOTO25goa",2025TNSTR3331....1T,,8/23/25 15:01,8/23/25 15:01,
AT2025uwp,field8434-2025-06-29,field8434,J,C1,/mnt/photometry/AT2025uwp/field8434-2025-06-29/J/stack/coadd.Open-J.02633750-02633786.C1.fits,/mnt/photometry/AT2025uwp/field8434-2025-06-29/J/stack/GRB_J_C1_Data_VIKING_02633786.ecsv,2025-06-24,8.58,Circle,60.0,1,10,48.0,333.87835,-28.5342,2.0,2.0,2.0,0.93,39.89,1.089,0.31317,0.13219,,,17.699,17.606,0.031,0.025,0.393,,17.695,,,,0.304,,,0.3,,0.036,2025-06-29,5,sci,186674,AT,2025uwp,333.8783022,-28.5341229,,,,48,ZTF,48.0,ZTF,20.1998,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",8/22/25 10:26,ZTF25aaxfirq,2025TNSTR3324....1S,,8/22/25 10:26,8/22/25 10:26,
AT2025ukj,field10633-2025-04-27,field10633,J,C1,/mnt/photometry/AT2025ukj/field10633-2025-04-27/J/stack/coadd.Open-J.02358122-02358158.C1.fits,/mnt/photometry/AT2025ukj/field10633-2025-04-27/J/stack/GRB_J_C1_Data_VHS_02358158.ecsv,2025-05-03,8.58,Circle,60.0,1,10,48.0,188.32483,-19.61416,1.0,1.0,2.0,1.56,11.93,1.155,0.83385,0.4251,,,19.301,18.438,0.119,0.108,1.252,,19.463,,,,0.227,,,0.389,,0.122,2025-04-27,-6,sci,186355,AT,2025ukj,188.3245866,-19.61420799,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.38,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",8/17/25 23:09,PS25gph,2025TNSTR3244....1C,,8/17/25 23:09,8/17/25 23:09,
AT2025uap,field9007-2025-07-07,field9007,J,C1,/mnt/photometry/AT2025uap/field9007-2025-07-07/J/stack/coadd.Open-J.02655454-02655490.C1.fits,/mnt/photometry/AT2025uap/field9007-2025-07-07/J/stack/GRB_J_C1_Data_VHS_02655490.ecsv,2025-07-20,8.58,Circle,60.0,1,10,48.0,344.68901,-26.15386,0.0,0.0,0.0,1.09,174.2,1.269,0.21929,-1.0,,,15.514,15.096,0.007,0.016,99.0,,15.456,,,,99.0,,,99.0,,0.007,2025-07-07,-13,sci,186100,AT,2025uap,344.6889474,-26.1538417,,,,48,ZTF,48.0,ZTF,19.0463,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",8/16/25 14:22,ZTF25abijxet,2025TNSTR3231....1S,,8/16/25 14:22,8/16/25 14:22,
AT2025tpw,field10058-2025-06-11,field10058,J,C4,/mnt/photometry/AT2025tpw/field10058-2025-06-11/J/stack/coadd.Open-J.02558350-02558386.C4.fits,/mnt/photometry/AT2025tpw/field10058-2025-06-11/J/stack/GRB_J_C4_Data_VHS_02558386.ecsv,2025-05-29,8.58,Circle,60.0,1,10,48.0,210.28672,-22.09045,3.0,0.0,0.0,1.55,11.23,1.422,1.06196,-1.0,,,19.431,18.564,0.13,0.123,99.0,,19.53,,,,99.0,,,99.0,,0.123,2025-06-11,13,sci,185820,AT,2025tpw,210.2870336,-22.09040079,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.95,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",8/12/25 8:49,PS25gha,2025TNSTR3162....1C,,8/12/25 8:49,8/12/25 8:49,
AT2025hsw,field12444-2025-04-14,field12444,J,C2,/mnt/photometry/AT2025hsw/field12444-2025-04-14/J/stack/coadd.Open-J.02302923-02302959.C2.fits,/mnt/photometry/AT2025hsw/field12444-2025-04-14/J/stack/GRB_J_C2_Data_VHS_02302959.ecsv,2025-04-15,8.58,Circle,60.0,1,10,48.0,175.35179,-12.73171,2.0,2.0,2.0,1.03,14.55,1.264,0.59669,0.16419,,,18.537,18.62,0.085,0.067,0.365,,18.607,,,,0.378,,,0.448,,0.094,2025-04-14,-1,sci,177496,AT,2025hsw,175.3516825,-12.73183843,,,,48,ZTF,48.0,ZTF,19.1491,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/20/25 5:57,"ZTF25aanblkq, ATLAS25dzq, GOTO25ccj, PS25ggp",2025TNSTR1454....1S,,4/20/25 5:57,8/11/25 22:45,
AT2025roz,field11385-2025-07-16,field11385,J,C1,/mnt/photometry/AT2025roz/field11385-2025-07-16/J/stack/coadd.Open-J.02706418-02706454.C1.fits,/mnt/photometry/AT2025roz/field11385-2025-07-16/J/stack/GRB_J_C1_Data_2MASS_02706454.ecsv,2025-07-13,8.58,Circle,60.0,1,10,48.0,9.23619,-16.20278,3.0,3.0,3.0,0.98,8.76,1.792,0.15568,-1.0,,,19.903,19.613,0.15,0.127,99.0,,19.916,,,,99.0,,,99.0,,0.19,2025-07-16,3,sci,184384,AT,2025roz,9.236149556,-16.20277141,,,,48,ZTF,48.0,ZTF,19.5187,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",7/20/25 18:43,"ZTF25abcgvjy, ATLAS25ibn, GOTO25fnq, PS25fsx, ",2025TNSTR2791....1S,,7/20/25 18:43,8/2/25 18:15,
AT2025szq,field12316-2025-07-25,field12316,J,C1,/mnt/photometry/AT2025szq/field12316-2025-07-25/J/stack/coadd.Open-J.02747862-02747898.C1.fits,/mnt/photometry/AT2025szq/field12316-2025-07-25/J/stack/GRB_J_C1_Data_VHS_02747898.ecsv,2025-07-29,8.58,Circle,60.0,1,10,48.0,25.85452,-12.68112,3.0,3.0,3.0,0.71,8.34,1.228,0.57509,-1.0,,,19.77,19.879,0.153,0.129,99.0,,19.932,,,,99.0,,,99.0,,0.212,2025-07-25,-4,sci,185382,AT,2025szq,25.854676,-12.6811731,,,,48,ZTF,48.0,ZTF,19.293,111.0,r,"Daniel Perley (LJMU), Christoffer Fremling (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",8/2/25 17:27,ZTF25abcblkk,2025TNSTR3043....1P,,8/2/25 17:27,8/2/25 17:27,
AT2025swv,field11084-2025-08-06,field11084,J,C1,/mnt/photometry/AT2025swv/field11084-2025-08-06/J/stack/coadd.Open-J.02806074-02806110.C1.fits,/mnt/photometry/AT2025swv/field11084-2025-08-06/J/stack/GRB_J_C1_Data_2MASS_02806110.ecsv,2025-07-31,8.58,Circle,60.0,1,10,48.0,10.82637,-17.21629,3.0,3.0,3.0,1.76,52.69,1.631,1.53138,-1.0,,,18.076,17.009,0.031,0.056,99.0,,18.268,,,,99.0,,,99.0,,0.031,2025-08-06,6,sci,185309,AT,2025swv,10.8267834,-17.216132,,,,74,ALeRCE,48.0,ZTF,19.8998,111.0,r,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, F. Andrades, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",8/1/25 17:10,ZTF25abfmeee,2025TNSTR3021....1M,,8/1/25 17:10,8/1/25 17:10,
AT2025rkt,field11974-2025-07-22,field11974,J,C3,/mnt/photometry/AT2025rkt/field11974-2025-07-22/J/stack/coadd.Open-J.02731890-02731926.C3.fits,/mnt/photometry/AT2025rkt/field11974-2025-07-22/J/stack/GRB_J_C3_Data_VHS_02731926.ecsv,2025-07-18,8.58,Circle,60.0,1,10,48.0,344.59798,-15.24678,1.0,1.0,2.0,1.39,15.18,1.48,0.49316,0.32596,,,19.131,18.507,0.087,0.082,0.698,,19.305,,,,-0.1,,,0.073,,0.117,2025-07-22,4,sci,184271,AT,2025rkt,344.597849,-15.24684715,,,,59,GOTO,59.0,GOTO,19.66,120.0,L,"A. Kumar, D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, M. Pursiainen, on behalf of GOTO collaboration",7/18/25 17:53,"GOTO25fax, ATLAS25ijz, PS25foe",2025TNSTR2750....1K,,7/18/25 17:53,7/31/25 14:45,
AT2025smc,field12924-2025-07-27,field12924,J,C1,/mnt/photometry/AT2025smc/field12924-2025-07-27/J/stack/coadd.Open-J.02763034-02763070.C1.fits,/mnt/photometry/AT2025smc/field12924-2025-07-27/J/stack/GRB_J_C1_Data_2MASS_02763070.ecsv,2025-07-28,8.58,Circle,60.0,1,10,48.0,12.53593,-10.10437,2.0,1.0,2.0,2.9,178.65,1.092,0.85915,0.15587,,,16.399,14.64,0.014,0.041,1.36,,16.43,,,,-0.43,,,-0.399,,0.01,2025-07-27,-1,sci,185018,AT,2025smc,12.53612161,-10.104224,,,,139,LAST,139.0,LAST,18.68,1.0,Clear,"E. O. Ofek (WIS), R. Konno (WIS), E. A. Zimmerman (WIS), A. Horowicz (WIS), S. Garrappa (WIS), S. Ben-Ami (WIS), D. Polishook (WIS), O. Yaron (WIS), P. Chen (WIS), A. Krassilchtchikov (WIS), Y. M. Shani (WIS), E. Segre (WIS), A. Gal-Yam (WIS), S. Spitzer (WIS), and K. Rybicki (WIS) on behalf of the LAST Collaboration",7/28/25 5:01,,2025TNSTR2950....1O,,7/28/25 5:01,7/28/25 5:01,
AT2025rxk,field12267-2025-07-23,field12267,J,C1,/mnt/photometry/AT2025rxk/field12267-2025-07-23/J/stack/coadd.Open-J.02738222-02738258.C1.fits,/mnt/photometry/AT2025rxk/field12267-2025-07-23/J/stack/GRB_J_C1_Data_VHS_02738258.ecsv,2025-07-19,8.58,Circle,60.0,1,10,48.0,328.21233,-13.7654,2.0,2.0,2.0,1.3,124.13,1.089,0.14402,0.04006,,,16.31,15.853,0.012,0.018,0.75,,16.262,,,,0.341,,,0.293,,0.011,2025-07-23,4,sci,184633,AT,2025rxk,328.2123656,-13.7653846,,,,48,ZTF,48.0,ZTF,19.5606,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",7/23/25 8:12,ZTF25abcavau,2025TNSTR2856....1S,,7/23/25 8:12,7/23/25 8:12,
