full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status
AT2025lpx,field10939-2025-05-03,field10939,J,C2,/mnt/photometry/AT2025lpx/field10939-2025-05-03/J/stack/coadd.Open-J.02375613-02375649.C2.fits,/mnt/photometry/AT2025lpx/field10939-2025-05-03/J/stack/GRB_J_C2_Data_VHS_02375649.ecsv,2025-05-17,8.58,Circle,60.0,1,10,48.0,197.25182,-18.08007,2.0,1.0,2.0,1.71,12.05,1.122,0.69018,0.49011,,,18.687,17.779,0.107,0.115,0.658,,19.024,,,,-0.587,,,-0.25,,0.119,2025-05-03,-14,sci,180236,AT,2025lpx,197.2519279,-18.07991119,,,,114,DESIRT,114.0,DESIRT,20.8739,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/23/25 21:13,C202505171309005m180448,2025TNSTR1913....1H,,5/23/25 21:15,5/23/25 21:15,
AT2025kwr,field13404-2025-05-04,field13404,J,C3,/mnt/photometry/AT2025kwr/field13404-2025-05-04/J/stack/coadd.Open-J.02384021-02384057.C3.fits,/mnt/photometry/AT2025kwr/field13404-2025-05-04/J/stack/GRB_J_C3_Data_VHS_02384057.ecsv,2025-05-17,8.58,Circle,60.0,1,10,48.0,207.61498,-9.96485,1.0,2.0,2.0,1.46,195.01,1.496,1.81969,0.27335,,,15.631,14.817,0.008,0.033,0.894,,15.642,,,,0.069,,,0.08,,0.007,2025-05-04,-13,sci,179735,AT,2025kwr,207.6154955,-9.964819816,,,,114,DESIRT,114.0,DESIRT,19.0535,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/20/25 19:22,T202505171350277m095753,2025TNSTR1847....1H,,5/20/25 19:23,5/20/25 19:23,
AT2025kwo,field13990-2025-05-16,field13990,J,C3,/mnt/photometry/AT2025kwo/field13990-2025-05-16/J/stack/coadd.Open-J.02447788-02447824.C3.fits,/mnt/photometry/AT2025kwo/field13990-2025-05-16/J/stack/GRB_J_C3_Data_VHS_02447824.ecsv,2025-05-16,8.58,Circle,60.0,1,10,48.0,161.67418,-7.61953,0.0,0.0,0.0,0.7,212.0,1.163,0.73088,-1.0,,,14.763,14.769,0.005,0.006,99.0,,14.769,,,,99.0,,,99.0,,0.006,2025-05-16,0,sci,179732,AT,2025kwo,161.6742625,-7.619722274,,,,114,DESIRT,114.0,DESIRT,16.9217,24.0,z,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/20/25 19:22,T202505161046418m073711,2025TNSTR1847....1H,,5/20/25 19:23,5/20/25 19:23,
AT2025kss,field10965-2025-05-03,field10965,J,C2,/mnt/photometry/AT2025kss/field10965-2025-05-03/J/stack/coadd.Open-J.02376653-02376689.C2.fits,/mnt/photometry/AT2025kss/field10965-2025-05-03/J/stack/GRB_J_C2_Data_VHS_02376689.ecsv,2025-05-19,8.58,Circle,60.0,1,10,48.0,228.51452,-18.21164,1.0,2.0,2.0,1.47,54.96,1.324,0.66163,1.04509,,,17.374,16.536,0.027,0.045,1.157,,17.576,,,,0.117,,,0.319,,0.03,2025-05-03,-16,sci,179626,AT,2025kss,228.5146915,-18.211566,,,,48,ZTF,48.0,ZTF,19.858,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",5/19/25 8:42,ZTF25aaqphyj,2025TNSTR1840....1S,,5/19/25 9:13,5/19/25 9:13,
AT2025ksc,field14618-2025-05-15,field14618,J,C2,/mnt/photometry/AT2025ksc/field14618-2025-05-15/J/stack/coadd.Open-J.02442239-02442275.C2.fits,/mnt/photometry/AT2025ksc/field14618-2025-05-15/J/stack/GRB_J_C2_Data_VHS_02442275.ecsv,2025-05-16,8.58,Circle,60.0,1,10,48.0,160.65013,-4.61786,2.0,2.0,2.0,1.19,17.98,1.592,0.18276,0.32027,,,18.672,18.101,0.074,0.064,0.957,,18.811,,,,0.248,,,0.386,,0.095,2025-05-15,-1,sci,179610,AT,2025ksc,160.6500801,-4.617883094,,,,114,DESIRT,114.0,DESIRT,22.383,23.0,i,"Xander J. Hall (Carnegie Mellon U.), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Yuhan Chen (UC Berkeley), Aidan Catalano (Carnegie Mellon U.), Xingzhuo Chen (Texas A&M U.), Lifan Wang (Texas A&M U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of the DECam DESI Transients Survey team",5/19/25 5:39,C202505161042360m043704,2025TNSTR1834....1H,,5/19/25 5:39,5/19/25 5:39,
AT2025gee,field6733-2025-03-18,field6733,J,C3,/mnt/photometry/AT2025gee/field6733-2025-03-18/J/stack/coadd.Open-J.02210567-02210603.C3.fits,/mnt/photometry/AT2025gee/field6733-2025-03-18/J/stack/GRB_J_C3_Data_VHS_02210603.ecsv,2025-03-20,8.58,Circle,60.0,1,10,48.0,220.6458,-36.02918,0.0,0.0,0.0,0.88,13.37,1.064,0.46457,-1.0,,,19.266,18.947,0.099,0.074,99.0,,19.273,,,,99.0,,,99.0,,0.137,2025-03-18,-2,sci,176382,AT,2025gee,220.6457352,-36.0290628,,,,18,ATLAS,18.0,ATLAS,18.041,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",3/29/25 9:23,"ATLAS25dhj, GOTO25bjr, PS25csf",2025TNSTR1198....1T,,3/29/25 9:23,5/12/25 17:33,
AT2025ghp,field10019-2025-04-06,field10019,J,C4,/mnt/photometry/AT2025ghp/field10019-2025-04-06/J/stack/coadd.Open-J.02283106-02283142.C4.fits,/mnt/photometry/AT2025ghp/field10019-2025-04-06/J/stack/GRB_J_C4_Data_VHS_02283142.ecsv,2025-03-31,8.58,Circle,60.0,1,10,48.0,162.36034,-22.19024,0.0,0.0,0.0,1.26,7.41,1.446,0.21392,-1.0,,,18.887,18.817,0.171,0.235,99.0,,18.369,,,,99.0,,,99.0,,0.183,2025-04-06,6,sci,176472,AT,2025ghp,162.3602869,-22.19028119,,,,18,ATLAS,18.0,ATLAS,18.977,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",3/31/25 14:51,"ATLAS25dkg, GOTO25bmi, ZTF25aalpjqs, PS25crt",2025TNSTR1210....1T,,3/31/25 14:51,5/12/25 17:25,
AT2025iws,field13046-2025-04-17,field13046,J,C2,/mnt/photometry/AT2025iws/field13046-2025-04-17/J/stack/coadd.Open-J.02314463-02314499.C2.fits,/mnt/photometry/AT2025iws/field13046-2025-04-17/J/stack/GRB_J_C2_Data_VHS_02314499.ecsv,2025-04-16,8.58,Circle,60.0,1,10,48.0,154.52318,-10.49071,1.0,2.0,2.0,2.1,51.9,3.243,0.71047,0.29644,,,17.227,16.118,0.028,0.037,1.282,,17.324,,,,0.076,,,0.174,,0.031,2025-04-17,1,sci,178310,AT,2025iws,154.5229979,-10.490633,,,,48,ZTF,48.0,ZTF,20.5992,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",5/1/25 7:54,ZTF25aanaijj,2025TNSTR1616....1S,,5/1/25 7:54,5/1/25 7:54,
AT2024aify,field5534-2024-09-11,field5534,J,C3,/mnt/photometry/AT2024aify/field5534-2024-09-11/J/stack/coadd.Open-J.01667463-01667499.C3.fits,/mnt/photometry/AT2024aify/field5534-2024-09-11/J/stack/GRB_J_C3_Data_VHS_01667499.ecsv,2024-09-30,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,290.5006,-41.57063,2.0,2.0,2.0,1.34,27.06,1.3,1.32673,0.20485,,,18.194,17.756,0.05,0.045,0.736,,18.166,,,,0.326,,,0.298,,0.061,2024-09-11,-19,sci,178225,AT,2024aify,290.500176,-41.57082,,,,59,GOTO,59.0,GOTO,19.96,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, A. Kumar, M. Pursiainen, on behalf of GOTO collaboration",4/30/25 9:56,GOTO25cep,2025TNSTR1594....1O,,4/30/25 9:56,4/30/25 9:56,
AT2025irj,field7795-2025-03-18,field7795,J,C2,/mnt/photometry/AT2025irj/field7795-2025-03-18/J/stack/coadd.Open-J.02211287-02211323.C2.fits,/mnt/photometry/AT2025irj/field7795-2025-03-18/J/stack/GRB_J_C2_Data_VHS_02211323.ecsv,2025-02-27,8.58,Circle,60.0,1,10,48.0,220.65314,-30.98374,3.0,3.0,0.0,1.21,6.95,1.606,0.49642,-1.0,,,19.835,19.267,0.177,0.177,99.0,,19.992,,,,99.0,,,99.0,,0.19,2025-03-18,19,sci,178143,AT,2025irj,220.6531412,-30.98388156,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.93,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, G. Paek, P. Minguez (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast)",4/29/25 23:27,PS25bwc,2025TNSTR1583....1C,,4/29/25 23:27,4/29/25 23:27,
SN2025hkm,field13081-2025-04-17,field13081,J,C1,/mnt/photometry/SN2025hkm/field13081-2025-04-17/J/stack/coadd.Open-J.02315863-02315899.C1.fits,/mnt/photometry/SN2025hkm/field13081-2025-04-17/J/stack/GRB_J_C1_Data_VHS_02315899.ecsv,2025-04-15,8.58,Circle,60.0,1,10,48.0,194.54359,-10.15786,2.0,2.0,2.0,2.31,347.89,1.411,0.26216,0.15249,,,14.665,13.642,0.005,0.017,1.256,,14.478,,,,0.42,,,0.232,,0.004,2025-04-17,2,sci,177274,SN,2025hkm,194.5436565,-10.1578339,0.021161,3.0,SN Ia,48,ZTF,48.0,ZTF,18.0081,110.0,g,"Nabeel Rehemtulla (CIERA, NU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/15/25 7:52,"ZTF19aalpoff, ATLAS25dvm, GOTO25bvl",2025TNSTR1393....1R,2025TNSCR1589....1W,4/15/25 7:52,4/29/25 22:24,
AT2025ilv,field13673-2025-04-15,field13673,J,C4,/mnt/photometry/AT2025ilv/field13673-2025-04-15/J/stack/coadd.Open-J.02305423-02305459.C4.fits,/mnt/photometry/AT2025ilv/field13673-2025-04-15/J/stack/GRB_J_C4_Data_VHS_02305459.ecsv,2025-04-18,8.58,Circle,60.0,1,10,48.0,158.35596,-8.33523,1.0,1.0,2.0,1.37,20.96,1.117,0.72413,0.17956,,,18.007,17.417,0.063,0.062,0.65,,18.063,,,,0.004,,,0.061,,0.066,2025-04-15,-3,sci,177999,AT,2025ilv,158.3561269,-8.335347735,,,,114,DESIRT,114.0,DESIRT,21.8126,21.0,g,"Xander J. Hall (Carnegie Mellon U.), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Yuhan Chen (UC Berkeley), Aidan Catalano (Carnegie Mellon U.), Xingzhuo Chen (Texas A&M U.), Lifan Wang (Texas A&M U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of the DECam DESI Transients Survey team",4/27/25 3:41,C202504181033255m082007,2025TNSTR1549....1H,,4/27/25 3:41,4/27/25 3:41,
AT2025ika,field9185-2025-04-25,field9185,J,C2,/mnt/photometry/AT2025ika/field9185-2025-04-25/J/stack/coadd.Open-J.02343742-02343778.C2.fits,/mnt/photometry/AT2025ika/field9185-2025-04-25/J/stack/GRB_J_C2_Data_VHS_.C2.alig.ecsv,2025-04-25,8.58,Circle,60.0,1,10,48.0,209.20535,-25.02739,2.0,1.0,2.0,1.16,41.05,2.009,0.91095,0.14113,,,17.556,17.102,0.03,0.046,0.46,,17.821,,,,-0.259,,,0.006,,0.048,2025-04-25,0,sci,177951,AT,2025ika,209.2056189,-25.0273136,,,,74,ALeRCE,48.0,ZTF,19.6834,110.0,g,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",4/25/25 19:03,ZTF25aaofrfh,2025TNSTR1532....1M,,4/25/25 19:03,4/25/25 19:03,
AT2025ika,field9186-2025-04-25,field9186,J,C1,/mnt/photometry/AT2025ika/field9186-2025-04-25/J/stack/coadd.Open-J.02343782-02343818.C1.fits,/mnt/photometry/AT2025ika/field9186-2025-04-25/J/stack/GRB_J_C1_Data_VHS_02343818.ecsv,2025-04-25,8.58,Circle,60.0,1,10,48.0,209.20541,-25.02736,2.0,2.0,2.0,1.21,52.15,1.518,0.69727,0.08409,,,17.458,16.962,0.024,0.027,0.6,,17.473,,,,0.089,,,0.104,,0.037,2025-04-25,0,sci,177951,AT,2025ika,209.2056189,-25.0273136,,,,74,ALeRCE,48.0,ZTF,19.6834,110.0,g,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",4/25/25 19:03,ZTF25aaofrfh,2025TNSTR1532....1M,,4/25/25 19:03,4/25/25 19:03,
AT2025ihi,field9184-2025-04-25,field9184,J,C1,/mnt/photometry/AT2025ihi/field9184-2025-04-25/J/stack/coadd.Open-J.02343702-02343738.C1.fits,/mnt/photometry/AT2025ihi/field9184-2025-04-25/J/stack/GRB_J_C1_Data_VHS_02343738.ecsv,2025-04-23,8.58,Circle,60.0,1,10,48.0,206.93035,-24.81371,1.0,2.0,2.0,1.22,33.22,1.648,1.35036,0.16859,,,18.126,17.555,0.039,0.052,0.776,,18.301,,,,0.03,,,0.205,,0.05,2025-04-25,2,sci,177881,AT,2025ihi,206.9305341,-24.8133739,,,,74,ALeRCE,48.0,ZTF,19.9947,111.0,r,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",4/24/25 14:03,ZTF25aanxjbn,2025TNSTR1515....1M,,4/24/25 14:03,4/24/25 14:03,
AT2025hqa,field7254-2025-03-05,field7254,J,C1,/mnt/photometry/AT2025hqa/field7254-2025-03-05/J/stack/coadd.Open-J.02163854-02163890.C1.fits,/mnt/photometry/AT2025hqa/field7254-2025-03-05/J/stack/GRB_J_C1_Data_VHS_02163890.ecsv,2025-03-03,8.58,Circle,60.0,1,10,48.0,216.21679,-32.8255,3.0,3.0,0.0,1.43,11.44,1.407,0.05947,-1.0,,,19.6,18.776,0.127,0.125,99.0,,19.775,,,,99.0,,,99.0,,0.192,2025-03-05,2,sci,177419,AT,2025hqa,216.2168127,-32.82549244,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.69,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, G. Paek, P. Minguez (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast)",4/19/25 11:34,PS25blv,2025TNSTR1441....1C,,4/19/25 11:34,4/19/25 11:34,
AT2025guq,field9468-2025-03-29,field9468,J,C1,/mnt/photometry/AT2025guq/field9468-2025-03-29/J/stack/coadd.Open-J.02248184-02248220.C1.fits,/mnt/photometry/AT2025guq/field9468-2025-03-29/J/stack/GRB_J_C1_Data_VHS_02248220.ecsv,2025-03-31,8.58,Circle,60.0,1,10,48.0,202.04408,-24.09419,1.0,2.0,2.0,2.92,19.35,1.813,0.24714,1.27542,,,20.001,17.986,0.172,0.17,2.805,,20.08,,,,0.71,,,0.789,,0.111,2025-03-29,-2,sci,176832,AT,2025guq,202.0440248,-24.09414234,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.94,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, G. Paek, P. Minguez (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast)",4/5/25 12:11,PS25bdv,2025TNSTR1288....1C,,4/5/25 12:11,4/5/25 12:11,
AT2025gsr,field3920-2025-03-09,field3920,J,C1,/mnt/photometry/AT2025gsr/field3920-2025-03-09/J/stack/coadd.Open-J.02176698-02176734.C1.fits,/mnt/photometry/AT2025gsr/field3920-2025-03-09/J/stack/GRB_J_C1_Data_VHS_02176734.ecsv,2025-03-13,8.58,Circle,60.0,1,10,48.0,218.87025,-48.76675,0.0,0.0,0.0,1.99,18.06,1.441,0.59928,-1.0,,,18.772,17.873,0.084,0.074,99.0,,18.706,,,,99.0,,,99.0,,0.082,2025-03-09,-4,sci,176777,AT,2025gsr,218.870125,-48.766603,,,,59,GOTO,59.0,GOTO,19.04,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, A. Kumar, M. Pursiainen, on behalf of GOTO collaboration",4/4/25 8:14,GOTO25bka,2025TNSTR1268....1O,,4/4/25 8:14,4/4/25 8:14,
AT2025ges,field18698-2025-03-30,field18698,H,C4,/mnt/photometry/AT2025ges/field18698-2025-03-30/H/stack/coadd.Open-H.02254075-02254470.C4.fits,/mnt/photometry/AT2025ges/field18698-2025-03-30/H/stack/GRB_H_C4_Data_LAS_02254470.ecsv,2025-03-29,11.44,Circle,240.0,8,80,48.0,144.43813,9.88557,1.0,1.0,2.0,1.31,7.51,1.689,0.34347,0.33644,,,19.209,18.87,0.173,0.278,0.645,,19.265,,,,0.25,,,0.306,,0.194,2025-03-30,1,sci,176396,AT,2025ges,144.438216,9.885617,,,,71,DESGW,71.0,DESGW,21.716,22.0,r,Isaac McMahon,3/29/25 22:00,,2025TNSTR1199....1M,,3/29/25 22:00,3/29/25 22:00,
SN2025err,field21719-2025-03-17,field21719,J,C3,/mnt/photometry/SN2025err/field21719-2025-03-17/J/stack/coadd.Open-J.02205119-02205155.C3.fits,/mnt/photometry/SN2025err/field21719-2025-03-17/J/stack/GRB_J_C3_Data_LAS_02205155.ecsv,2025-03-17,8.58,Circle,60.0,1,10,48.0,124.89716,21.04568,2.0,2.0,2.0,1.26,9.95,1.476,0.38618,0.17444,,,19.074,18.812,0.126,0.177,0.673,,18.1,,,,1.385,,,0.411,,0.182,2025-03-17,0,sci,175369,SN,2025err,124.897046,21.045675,0.1,3.0,SN Ia,18,ATLAS,18.0,ATLAS,19.088,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",3/17/25 11:45,"ATLAS25csk, BGEM J081935.29+210244.4",2025TNSTR1006....1T,2025TNSCR1185....1B,3/17/25 11:45,3/28/25 8:38,
AT2025fkw,field7787-2025-03-05,field7787,J,C3,/mnt/photometry/AT2025fkw/field7787-2025-03-05/J/stack/coadd.Open-J.02163894-02163930.C3.fits,/mnt/photometry/AT2025fkw/field7787-2025-03-05/J/stack/GRB_J_C3_Data_VHS_02163930.ecsv,2025-03-23,8.58,Circle,60.0,1,10,48.0,208.89782,-31.28849,1.0,2.0,2.0,1.14,118.57,1.231,1.77358,0.13876,,,16.235,15.757,0.011,0.02,0.544,,16.244,,,,0.057,,,0.066,,0.012,2025-03-05,-18,sci,175877,AT,2025fkw,208.8983033,-31.28876,,,,18,ATLAS,18.0,ATLAS,18.401,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",3/23/25 11:42,ATLAS25cye,2025TNSTR1094....1T,,3/23/25 11:42,3/23/25 11:42,
SN2025aar,field8325-2025-01-19,field8325,J,C4,/mnt/photometry/SN2025aar/field8325-2025-01-19/J/stack/coadd.Open-J.02090555-02090591.C4.fits,/mnt/photometry/SN2025aar/field8325-2025-01-19/J/stack/GRB_J_C4_Data_VHS_02090591.ecsv,2025-01-23,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,193.33032,-29.06376,2.0,1.0,2.0,1.71,21.91,1.479,3.2873,0.52779,,,16.759,15.78,0.074,0.095,0.825,,17.217,,,,-0.612,,,-0.154,,0.063,2025-01-19,-4,sci,171189,SN,2025aar,193.3306436,-29.06462546,0.055,3.0,SN Ia,18,ATLAS,18.0,ATLAS,18.595,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",1/23/25 16:28,"ATLAS25avb, GOTO25uu, PS25aou",2025TNSTR.305....1T,2025TNSCR.482....1R,1/23/25 16:28,3/23/25 1:10,
