,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,ref_coadd_path,ref_field,ref_chip,ref_autoMag,ref_autoMag_Err,ref_psfMag,ref_psfMag_Err,ref_aperMag,ref_aperMag_Err,ref_days_since_discovery,ref_autoS_CM,ref_psfS_CM,ref_aperS_CM,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status,edge,px_from_edge,mag_dif,sci_ref_dif,average_sci_mag,b,sfft_diff,diff_cat,sci_rms,ref_rms,diff_rms,sci_fwhm,ref_fwhm,sci_cat_len,ref_cat_len,diff_cat_len,bogus,RA_ref,DEC_ref,psfS_CM_ref,aperS_CM_ref,autoS_CM_ref,Radius_ref,SNR_ref,Elongation_ref,Distance_ref,Separation_ref,autoMag_Err_ref,psfMag_Err_ref,aperME_CM_ref,autoMag_ref,psfME_CM_ref,psfMag_ref,aperMag_ref,aperMag_Err_ref,autoME_CM_ref,diff_distance
35,35,35,103,103,AT2025epv,field11517-2025-04-02,field11517,J,C2,/mnt/photometry/AT2025epv/field11517-2025-04-02/J/stack/coadd.Open-J.02268929-02268965.C2.fits,/mnt/photometry/AT2025epv/field11517-2025-04-02/J/stack/GRB_J_C2_Data_VHS_02268965.ecsv,2025-03-16,8.58,Circle,60.0,1,10,48.0,166.56282,-15.80383,0.0,0.0,0.0,2.33,49.07,1.161,0.94997,-1.0,,,17.065,16.043,0.035,0.135,99.0,,17.766,,,,99.0,,,99.0,,0.034,2025-04-02,17,sci,['/mnt/photometry/AT2025epv/field11517-2025-12-13/J/stack/coadd.Open-J.03289302-03289338.C2.fits'],['field11517-2025-12-13'],['C2'],[16.098],[0.03],[17.629],[0.108],[17.227],[0.035],[272],[0.0],[0.0],[0.0],175320,AT,2025epv,166.5626199,-15.8036557,,,,48.0,ZTF,48.0,ZTF,19.0871,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",3/16/25 9:26,ZTF25aaiymyq,2025TNSTR1003....1S,,3/16/25 9:26,3/16/25 9:26,,False,1233.6728805637258,1.722999999999999,-0.1084999999999993,16.554000000000002,40.016363448010594,/mnt/photometry/AT2025epv/07-21_1784588886.9146078.sfftdiff.fits,/mnt/photometry/AT2025epv/07-21_1784588886.9146078.sfftdiff.fits.cat,3.627215280818939,2.996539482307434,2.789080310153961,3.289999961853028,3.111000061035156,2110.0,1708.0,22740.0,0,,,,,,,,,,,,,,,,,,,,0.846
36,36,36,106,106,AT2025egk,field3828-2024-12-25,field3828,J,C1,/mnt/photometry/AT2025egk/field3828-2024-12-25/J/stack/coadd.Open-J.02023265-02023281.C1.fits,/mnt/photometry/AT2025egk/field3828-2024-12-25/J/stack/GRB_J_C1_Data_VHS_02023281.ecsv,2025-01-06,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,58.87116,-48.92298,1.0,1.0,2.0,0.76,5.33,2.485,0.87751,0.56516,,,19.344,19.636,0.251,0.982,-0.942,,19.149,,,,-0.455,,,-0.65,,0.263,2024-12-25,-12,sci,['/mnt/photometry/AT2025egk/field3828-2025-10-15/J/stack/coadd.Open-J.03091664-03091700.C1.fits'],['field3828-2025-10-15'],['C1'],[18.442],[0.089],[18.661],[0.046],[18.657],[0.057],[282],[1.0],[1.0],[1.0],174826,AT,2025egk,58.870792,-48.922986,,,,83.0,YSE,83.0,YSE,22.628,22.0,r,"C. T. Murphey, G. Nair, G. Narayan (UIUC), R. J. Foley (UCSC), A. Rest (JHU, STScI), D. O. Jones (UH, IfA), K. de Soto (Harvard, CfA), C. Ni (KITP), H. Perkins (UIUC), K. Patra (UCSC), C. Ransome, Y. Dong (Harvard, CfA), Y. Chen (U Toronto), K. Auchettl (U. Melbourne, UCSC), K. Taggert (UCSC), C. Kilpatrick (Northwestern), A. Zenteno, W. Liu, K. Vivas (NOIRLab), S. Sharief (U. Montreal), A. Wasserman, M. Verrico, A. Agarwal (UIUC), Q. Wang (STScI, MIT), R. Angulo (JHU, STScI), H. Abunemeh, N. Earl, K. D. French, A. Mitra, J. O'Brien, M. Shepherd (UIUC), M. Grayling, E. Hayes, K. S. Mandel (Cambridge), D. Farías, C. Gall, A. Hajela, J. Hjorth, L. Izzo, D. Langeroodi, A. Sedgewick, R. Wojtak (DARK, NBI), S. Raimunda (DARK, NBI, U. Southampton), A. Gagliano, S. Gomez, S. Rankin, V. A. Villar, A. Tartaglia, A. Nugent, S. K. Yadavalli (Harvard, CfA), S. Smartt, K. Smith (QUB, Oxford), D. Coulter, J. Pierel, M. Seibert (STScI), P. Arunachalam, K. W. Davis, R. Kaur, P. Macias, C. Rojas-Bravo, E. Ramirez-Ruiz (UCSC), K. C. Chambers, M. E. Huber, E. G. Magnier, R. J. Wainscoat (UH, IfA), M. Drout (U. Toronto), V. Baldasarre, A. Messick (WSU), C. Angus (QUB), S. Thorpe (Stockholm U.), Y.-C. Pan (NCU)",3/13/25 20:24,,2025TNSTR.975....1M,,3/13/25 20:25,3/13/25 20:25,,False,1749.00831857688,0.4869999999999983,0.9405,19.49,-48.6835709611704,/mnt/photometry/AT2025egk/07-21_1784604170.7550104.sfftdiff.fits,/mnt/photometry/AT2025egk/07-21_1784604170.7550104.sfftdiff.fits.cat,2.507023555469513,1.9175906712055208,1.9805227270603176,3.0,2.7920000553131104,13306.0,5788.0,16771.0,0,,,,,,,,,,,,,,,,,,,,2.393
37,37,37,108,108,AT2024ahtd,field9934-2024-11-30,field9934,H,C4,/mnt/photometry/AT2024ahtd/field9934-2024-11-30/H/stack/coadd.Open-H.02004354-02005145.C4.fits,/mnt/photometry/AT2024ahtd/field9934-2024-11-30/H/stack/GRB_H_C4_Data_2MASS_02005145.ecsv,2024-11-26,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,57.94443,-22.32336,3.0,3.0,3.0,1.23,14.94,1.472,2.11039,-1.0,,,19.055,18.685,0.089,0.098,99.0,,18.622,,,,99.0,,,99.0,,0.093,2024-11-30,4,sci,['/mnt/photometry/AT2024ahtd/field9934-2024-11-28/H/stack/coadd.Open-H.01996172-01996227.C4.fits'],['field9934-2024-11-28'],['C4'],[19.059],[0.231],[18.675],[0.298],[18.91],[0.256],[2],[3.0],[3.0],[3.0],174737,AT,2024ahtd,57.943804,-22.323472,,,,83.0,YSE,83.0,YSE,23.411,21.0,g,"C. T. Murphey, G. Nair, G. Narayan (UIUC), R. J. Foley (UCSC), A. Rest (JHU, STScI), D. O. Jones (UH, IfA), K. de Soto (Harvard, CfA), C. Ni (KITP), H. Perkins (UIUC), K. Patra (UCSC), C. Ransome, Y. Dong (Harvard, CfA), Y. Chen (U Toronto), K. Auchettl (U. Melbourne, UCSC), K. Taggert (UCSC), C. Kilpatrick (Northwestern), A. Zenteno, W. Liu, K. Vivas (NOIRLab), S. Sharief (U. Montreal), A. Wasserman, M. Verrico, A. Agarwal (UIUC), Q. Wang (STScI, MIT), R. Angulo (JHU, STScI), H. Abunemeh, N. Earl, K. D. French, A. Mitra, J. O'Brien, M. Shepherd (UIUC), M. Grayling, E. Hayes, K. S. Mandel (Cambridge), D. Farías, C. Gall, A. Hajela, J. Hjorth, L. Izzo, D. Langeroodi, A. Sedgewick, R. Wojtak (DARK, NBI), S. Raimunda (DARK, NBI, U. Southampton), A. Gagliano, S. Gomez, S. Rankin, V. A. Villar, A. Tartaglia, A. Nugent, S. K. Yadavalli (Harvard, CfA), S. Smartt, K. Smith (QUB, Oxford), D. Coulter, J. Pierel, M. Seibert (STScI), P. Arunachalam, K. W. Davis, R. Kaur, P. Macias, C. Rojas-Bravo, E. Ramirez-Ruiz (UCSC), K. C. Chambers, M. E. Huber, E. G. Magnier, R. J. Wainscoat (UH, IfA), M. Drout (U. Toronto), V. Baldasarre, A. Messick (WSU), C. Angus (QUB), S. Thorpe (Stockholm U.), Y.-C. Pan (NCU)",3/13/25 20:20,,2025TNSTR.975....1M,,3/13/25 20:22,3/13/25 20:22,,False,426.90957051181886,0.0629999999999988,-0.1145000000000013,18.87,-49.24833512218734,/mnt/photometry/AT2024ahtd/07-21_1784588488.3973885.sfftdiff.fits,/mnt/photometry/AT2024ahtd/07-21_1784588488.3973885.sfftdiff.fits.cat,3.560298098373413,8.000866617107391,5.0027788950920105,3.963000059127808,5.01800012588501,2180.0,2330.0,9215.0,0,,,,,,,,,,,,,,,,,,,,2.564
38,38,38,109,109,AT2025dbp,field1587-2025-02-16,field1587,J,C4,/mnt/photometry/AT2025dbp/field1587-2025-02-16/J/stack/coadd.Open-J.02132575-02132611.C4.fits,/mnt/photometry/AT2025dbp/field1587-2025-02-16/J/stack/GRB_J_C4_Data_VHS_02132611.ecsv,2025-03-01,8.58,Circle,60.0,1,10,48.0,73.88519,-64.32412,1.0,1.0,2.0,1.61,12.76,2.007,2.15464,0.75372,,,18.864,18.088,0.129,0.244,0.523,,18.171,,,,0.44,,,-0.253,,0.114,2025-02-16,-13,sci,['/mnt/photometry/AT2025dbp/field1587-2026-01-11/J/stack/coadd.Open-J.03362817-03362853.C4.fits'],['field1587-2026-01-11'],['C4'],[18.16],[0.095],[18.335],[0.098],[18.444],[0.102],[316],[2.0],[1.0],[1.0],173702,AT,2025dbp,73.885354,-64.32353,,,,59.0,GOTO,59.0,GOTO,19.63,120.0,L,"D. O'Neill, G. Ramsay, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",3/1/25 13:42,GOTO25ayw,2025TNSTR.845....1O,,3/1/25 13:42,3/1/25 13:42,,False,1321.2579029581398,0.0829999999999984,0.1740000000000012,18.476,-36.72111003138654,/mnt/photometry/AT2025dbp/07-21_1784603038.3791454.sfftdiff.fits,/mnt/photometry/AT2025dbp/07-21_1784603038.3791454.sfftdiff.fits.cat,3.8186887012481687,4.226788074731827,2.331752923107147,4.163000106811523,4.783999919891357,6157.0,5392.0,34425.0,0,,,,,,,,,,,,,,,,,,,,1.688
39,39,39,111,111,TDE2025chm,field20517-2025-03-10,field20517,J,C4,/mnt/photometry/TDE2025chm/field20517-2025-03-10/J/stack/coadd.Open-J.02180746-02180782.C4.fits,/mnt/photometry/TDE2025chm/field20517-2025-03-10/J/stack/GRB_J_C4_Data_UHS_02180782.ecsv,2025-02-20,8.58,Circle,60.0,1,10,48.0,115.24595,16.53154,2.0,2.0,2.0,1.52,25.64,1.036,0.13492,0.11342,,,17.812,17.361,0.053,0.045,1.014,,17.79,,,,0.585,,,0.563,,0.061,2025-03-10,18,sci,['/mnt/photometry/TDE2025chm/field20517-2025-12-13/J/stack/coadd.Open-J.03288982-03289018.C4.fits'],['field20517-2025-12-13'],['C4'],[17.777],[0.102],[18.407],[0.072],[18.459],[0.073],[296],[2.0],[1.0],[1.0],173105,TDE,2025chm,115.2459858,16.5315623,0.101,120.0,TDE,48.0,ZTF,48.0,ZTF,19.5231,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2/22/25 6:38,"ZTF25aagevje, GOTO25asg, ATLAS25bzy",2025TNSTR.725....1S,2025TNSCR.836....1C,2/22/25 6:38,2/28/25 11:19,,False,1151.9504040013237,0.4289999999999985,-0.5314999999999994,17.5865,17.929433813318933,/mnt/photometry/TDE2025chm/07-20_1784584067.4176574.sfftdiff.fits,/mnt/photometry/TDE2025chm/07-20_1784584067.4176574.sfftdiff.fits.cat,4.13530867023468,3.4215797088146207,2.966047643566132,4.4720001220703125,2.765000104904175,5676.0,15705.0,25300.0,0,,,,,,,,,,,,,,,,,,,,0.107
40,40,40,117,117,AT2025btm,field915-2025-02-13,field915,J,C4,/mnt/photometry/AT2025btm/field915-2025-02-13/J/stack/coadd.Open-J.02116085-02116393.C4.fits,/mnt/photometry/AT2025btm/field915-2025-02-13/J/stack/GRB_J_C4_Data_VHS_02116393.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,247.96789,-71.21108,2.0,2.0,2.0,2.15,78.59,1.158,3.51696,0.17197,,,17.235,16.51,0.022,0.02,1.066,,17.03,,,,0.546,,,0.341,,0.017,2025-02-13,0,sci,['/mnt/photometry/AT2025btm/field915-2025-02-17/J/stack/coadd.Open-J.02141517-02141825.C4.fits'],['field915-2025-02-17'],['C4'],[16.528],[0.021],[17.29],[0.027],[17.368],[0.022],[4],[2.0],[2.0],[2.0],172626,AT,2025btm,247.9699308,-71.2117987,,,,135.0,GW-MMADS,135.0,GW-MMADS,21.3795,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131631528m711242,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,1979.361272219311,0.5199999999999996,-0.0754999999999981,16.872500000000002,-15.326579296527129,/mnt/photometry/AT2025btm/07-21_1784591197.5955677.sfftdiff.fits,/mnt/photometry/AT2025btm/07-21_1784591197.5955677.sfftdiff.fits.cat,1.879963851070404,2.216150671434402,1.2362710858225825,3.431999921798706,2.760999917984009,12049.0,16837.0,27886.0,0,,,,,,,,,,,,,,,,,,,,3.033
41,41,41,120,120,AT2025bti,field1256-2025-02-17,field1256,J,C4,/mnt/photometry/AT2025bti/field1256-2025-02-17/J/stack/coadd.Open-J.02139207-02139515.C4.fits,/mnt/photometry/AT2025bti/field1256-2025-02-17/J/stack/GRB_J_C4_Data_2MASS_02139515.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,239.81495,-67.75824,3.0,3.0,3.0,1.01,26.87,1.177,1.43077,-1.0,,,18.289,18.353,0.044,0.048,99.0,,18.403,,,,99.0,,,99.0,,0.052,2025-02-17,4,sci,['/mnt/photometry/AT2025bti/field1256-2025-02-14/J/stack/coadd.Open-J.02122445-02122753.C4.fits'],['field1256-2025-02-14'],['C4'],[18.413],[0.049],[18.344],[0.036],[18.272],[0.039],[1],[3.0],[3.0],[3.0],172622,AT,2025bti,239.8147373,-67.75862824,,,,135.0,GW-MMADS,135.0,GW-MMADS,21.6973,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131559155m674531,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,1447.9324780465322,0.0499999999999971,-0.0214999999999978,18.321,-10.87157551954624,/mnt/photometry/AT2025bti/07-21_1784595781.1205847.sfftdiff.fits,/mnt/photometry/AT2025bti/07-21_1784595781.1205847.sfftdiff.fits.cat,2.279624787926674,2.474462094926834,1.9223011374950407,2.805000066757202,2.313999891281128,22400.0,30848.0,50794.0,0,,,,,,,,,,,,,,,,,,,,1.247
42,42,42,128,128,AT2025bnx,field1137-2025-02-15,field1137,J,C4,/mnt/photometry/AT2025bnx/field1137-2025-02-15/J/stack/coadd.Open-J.02129863-02130171.C4.fits,/mnt/photometry/AT2025bnx/field1137-2025-02-15/J/stack/GRB_J_C4_Data_VHS_02130171.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,243.19809,-68.82788,2.0,2.0,2.0,1.85,101.26,1.213,0.52767,0.23875,,,16.775,16.041,0.015,0.016,0.968,,16.585,,,,0.423,,,0.234,,0.014,2025-02-15,2,sci,['/mnt/photometry/AT2025bnx/field1137-2025-02-12/J/stack/coadd.Open-J.02111497-02111805.C4.fits'],['field1137-2025-02-12'],['C4'],[18.704],[0.044],[18.684],[0.039],[18.757],[0.037],[-1],[1.0],[1.0],[2.0],172441,AT,2025bnx,243.1983389,-68.82776127,,,,135.0,GW-MMADS,135.0,GW-MMADS,20.5293,22.0,r,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131612476m684940,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,,False,1304.667575501055,0.5440000000000005,-2.3225000000000016,16.408,-12.506271924636827,/mnt/photometry/AT2025bnx/07-20_1784582329.6562877.sfftdiff.fits,/mnt/photometry/AT2025bnx/07-20_1784582329.6562877.sfftdiff.fits.cat,2.2914461990118027,1.9366121038913728,1.6239712523460388,2.8329999446868896,3.049000024795532,17098.0,21736.0,29166.0,0,,,,,,,,,,,,,,,,,,,,0.38
43,43,43,130,130,AT2025bnu,field1140-2025-02-12,field1140,J,C4,/mnt/photometry/AT2025bnu/field1140-2025-02-12/J/stack/coadd.Open-J.02113257-02113565.C4.fits,/mnt/photometry/AT2025bnu/field1140-2025-02-12/J/stack/GRB_J_C4_Data_VHS_02113565.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,252.86495,-69.10798,1.0,1.0,2.0,1.14,57.24,1.451,0.16646,0.08114,,,18.037,17.64,0.022,0.024,0.501,,18.054,,,,0.087,,,0.103,,0.024,2025-02-12,-1,sci,['/mnt/photometry/AT2025bnu/field1140-2025-02-15/J/stack/coadd.Open-J.02128873-02129181.C4.fits'],['field1140-2025-02-15'],['C4'],[17.706],[0.036],[18.108],[0.028],[18.244],[0.033],[2],[2.0],[1.0],[1.0],172438,AT,2025bnu,252.8650086,-69.10794081,,,,135.0,GW-MMADS,135.0,GW-MMADS,21.4038,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131651276m690629,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,,False,1523.2283389654176,0.4139999999999979,-0.1364999999999998,17.8385,-15.2929141722146,/mnt/photometry/AT2025bnu/07-21_1784588155.1843233.sfftdiff.fits,/mnt/photometry/AT2025bnu/07-21_1784588155.1843233.sfftdiff.fits.cat,2.0854173811912537,2.4822799984931945,3.226040215015411,3.052999973297119,2.29099988937378,18295.0,18215.0,39114.0,0,,,,,,,,,,,,,,,,,,,,0.766
44,44,44,131,131,AT2025bnp,field1021-2025-02-15,field1021,J,C4,/mnt/photometry/AT2025bnp/field1021-2025-02-15/J/stack/coadd.Open-J.02127223-02127531.C4.fits,/mnt/photometry/AT2025bnp/field1021-2025-02-15/J/stack/GRB_J_C4_Data_VHS_02127531.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,238.09303,-70.07869,2.0,2.0,2.0,2.22,69.95,2.055,0.60432,0.56746,,,17.318,16.302,0.023,0.027,1.288,,17.204,,,,0.385,,,0.271,,0.019,2025-02-15,2,sci,['/mnt/photometry/AT2025bnp/field1021-2025-02-12/J/stack/coadd.Open-J.02109517-02109825.C4.fits'],['field1021-2025-02-12'],['C4'],[16.33],[0.019],[17.459],[0.032],[17.451],[0.021],[-1],[2.0],[2.0],[2.0],172433,AT,2025bnp,238.092561,-70.07863681,,,,135.0,GW-MMADS,135.0,GW-MMADS,21.1413,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131552222m700443,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,,False,2125.8297269253044,0.902000000000001,-0.0804999999999989,16.810000000000002,-12.227298275927671,/mnt/photometry/AT2025bnp/07-21_1784590429.5940585.sfftdiff.fits,/mnt/photometry/AT2025bnp/07-21_1784590429.5940585.sfftdiff.fits.cat,2.527842784309387,2.24616018755436,2.346403583192825,3.0199999809265137,2.3420000076293945,18117.0,29871.0,44662.0,0,,,,,,,,,,,,,,,,,,,,1.224
45,45,45,133,133,AT2025bnm,field1138-2025-02-15,field1138,J,C4,/mnt/photometry/AT2025bnm/field1138-2025-02-15/J/stack/coadd.Open-J.02129533-02129841.C4.fits,/mnt/photometry/AT2025bnm/field1138-2025-02-15/J/stack/GRB_J_C4_Data_VHS_02129841.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,245.71543,-69.02355,1.0,1.0,2.0,1.1,38.54,1.322,2.64061,0.17682,,,18.059,17.881,0.032,0.032,0.17,,18.064,,,,-0.013,,,-0.008,,0.047,2025-02-15,2,sci,['/mnt/photometry/AT2025bnm/field1138-2025-02-12/J/stack/coadd.Open-J.02112597-02112905.C4.fits'],['field1138-2025-02-12'],['C4'],[17.901],[0.068],[18.258],[0.034],[18.245],[0.037],[-1],[1.0],[2.0],[2.0],172430,AT,2025bnm,245.7173645,-69.02330694,,,,135.0,GW-MMADS,135.0,GW-MMADS,22.1041,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131622522m690124,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,,False,729.858363216501,0.1829999999999998,-0.1029999999999997,17.97,-13.289424164293688,/mnt/photometry/AT2025bnm/07-21_1784589166.1900063.sfftdiff.fits,/mnt/photometry/AT2025bnm/07-21_1784589166.1900063.sfftdiff.fits.cat,2.2469371352434155,2.2213160656929016,1.7705091361284255,2.509999990463257,3.611999988555908,22013.0,14320.0,42321.0,0,,,,,,,,,,,,,,,,,,,,3.058
46,46,46,136,136,AT2025bnd,field1257-2025-02-17,field1257,J,C3,/mnt/photometry/AT2025bnd/field1257-2025-02-17/J/stack/coadd.Open-J.02138877-02139185.C3.fits,/mnt/photometry/AT2025bnd/field1257-2025-02-17/J/stack/GRB_J_C3_Data_VHS_02139185.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,241.49008,-67.78229,1.0,1.0,2.0,1.4,35.62,1.282,0.37664,0.11929,,,18.424,17.862,0.036,0.035,0.68,,18.465,,,,0.076,,,0.118,,0.037,2025-02-17,4,sci,['/mnt/photometry/AT2025bnd/field1257-2025-02-13/J/stack/coadd.Open-J.02116435-02116743.C3.fits'],['field1257-2025-02-13'],['C3'],[18.009],[0.04],[18.286],[0.033],[18.334],[0.043],[0],[2.0],[2.0],[2.0],172421,AT,2025bnd,241.4903397,-67.78225607,,,,135.0,GW-MMADS,135.0,GW-MMADS,22.0166,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131605577m674656,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,,False,2100.030870102032,0.6030000000000015,-0.028500000000001,18.143,-11.313434710288693,/mnt/photometry/AT2025bnd/07-21_1784594895.6871622.sfftdiff.fits,/mnt/photometry/AT2025bnd/07-21_1784594895.6871622.sfftdiff.fits.cat,1.641916340303421,1.6403536079406738,0.9605427609443664,2.3010001182556152,3.226999998092652,32859.0,20054.0,37851.0,0,,,,,,,,,,,,,,,,,,,,1.799
47,47,47,138,138,AT2025bnb,field1021-2025-02-15,field1021,J,C4,/mnt/photometry/AT2025bnb/field1021-2025-02-15/J/stack/coadd.Open-J.02127223-02127531.C4.fits,/mnt/photometry/AT2025bnb/field1021-2025-02-15/J/stack/GRB_J_C4_Data_VHS_02127531.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,237.55449,-70.31801,2.0,2.0,2.0,1.52,119.79,1.243,0.39601,0.03759,,,16.454,15.941,0.012,0.012,0.776,,16.331,,,,0.386,,,0.262,,0.012,2025-02-15,2,sci,['/mnt/photometry/AT2025bnb/field1021-2025-02-12/J/stack/coadd.Open-J.02109517-02109825.C4.fits'],['field1021-2025-02-12'],['C4'],[15.943],[0.011],[16.381],[0.012],[16.475],[0.011],[-1],[2.0],[2.0],[2.0],172419,AT,2025bnb,237.5542781,-70.31793062,,,,135.0,GW-MMADS,135.0,GW-MMADS,20.6102,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131550130m701905,2025TNSTR.594....1H,,2/13/25 20:04,2/13/25 20:04,,False,988.8108678391708,0.3899999999999988,-0.0114999999999998,16.1975,-12.294115328953367,/mnt/photometry/AT2025bnb/07-21_1784597252.8791997.sfftdiff.fits,/mnt/photometry/AT2025bnb/07-21_1784597252.8791997.sfftdiff.fits.cat,2.527842784309387,2.2461600108146667,2.3462703214645386,3.0199999809265137,2.3410000801086426,18117.0,29860.0,44666.0,0,,,,,,,,,,,,,,,,,,,,0.479
