full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,ref_coadd_path,ref_field,ref_chip,ref_autoMag,ref_autoMag_Err,ref_psfMag,ref_psfMag_Err,ref_aperMag,ref_aperMag_Err,ref_days_since_discovery,ref_autoS_CM,ref_psfS_CM,ref_aperS_CM,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status,edge,px_from_edge,mag_dif,sci_ref_dif,average_sci_mag,b
AT2025pn,field9929-2025-01-17,field9929,H,C3,/mnt/photometry/AT2025pn/field9929-2025-01-17/H/stack/coadd.Open-H.02078468-02078523.C3.fits,/mnt/photometry/AT2025pn/field9929-2025-01-17/H/stack/GRB_H_C3_Data_2MASS_02078523.ecsv,2025-01-13,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,51.52719,-22.53011,3.0,3.0,3.0,1.43,19.59,1.507,0.9264,-1.0,,,18.214,17.573,0.065,0.075,99.0,,18.384,,,,99.0,,,99.0,,0.088,2025-01-17,4,sci,"['/mnt/photometry/AT2025pn/field9929-2025-01-09/H/stack/coadd.Open-H.02043289-02043344.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-12-01/H/stack/coadd.Open-H.02007827-02007882.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-10-30/H/stack/coadd.Open-H.01889121-01889176.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-10-11/H/stack/coadd.Open-H.01814239-01814294.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-18/H/stack/coadd.Open-H.01961236-01961291.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-10-03/H/stack/coadd.Open-H.01776093-01776148.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-23/H/stack/coadd.Open-H.01976370-01976425.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-15/H/stack/coadd.Open-H.01946213-01946268.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-07/H/stack/coadd.Open-H.01913732-01913787.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-12/H/stack/coadd.Open-H.01935103-01935158.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-10-08/H/stack/coadd.Open-H.01799471-01799526.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-10-24/H/stack/coadd.Open-H.01868921-01868976.C3.fits', '/mnt/photometry/AT2025pn/field9929-2024-11-29/H/stack/coadd.Open-H.01999163-01999218.C3.fits']","['field9929-2025-01-09', 'field9929-2024-12-01', 'field9929-2024-10-30', 'field9929-2024-10-11', 'field9929-2024-11-18', 'field9929-2024-10-03', 'field9929-2024-11-23', 'field9929-2024-11-15', 'field9929-2024-11-07', 'field9929-2024-11-12', 'field9929-2024-10-08', 'field9929-2024-10-24', 'field9929-2024-11-29']","['C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3']","[17.642, 17.926, 17.657, 17.661, 17.754, 17.432, 17.528, 17.636, nan, 17.673, 17.598, 17.658, 17.732]","[0.064, 0.193, 0.064, 0.055, 0.084, 0.062, 0.099, 0.125, nan, 0.078, 0.058, 0.056, 0.081]","[18.134, 18.177, 18.192, 18.154, 18.357, 18.36, 18.317, 17.765, nan, 18.179, 18.23, 18.292, 18.331]","[0.066, 0.141, 0.055, 0.05, 0.078, 0.056, 0.066, 0.078, nan, 0.074, 0.051, 0.05, 0.053]","[18.156, 18.207, 18.325, 18.072, 18.323, 18.15, 18.203, 17.929, nan, 18.184, 18.076, 18.063, 18.242]","[0.066, 0.143, 0.061, 0.045, 0.076, 0.043, 0.059, 0.097, nan, 0.074, 0.044, 0.043, 0.048]","[-4, -43, -75, -94, -56, -102, -51, -59, -67, -62, -97, -81, -45]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, 3.0, 3.0, 3.0, 3.0]",170674,AT,2025pn,51.5274508,-22.5301995,,,,48,ZTF,48.0,ZTF,19.1419,111.0,r,"Nabeel Rehemtulla (CIERA, NU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",1/18/25 3:02,"ZTF25aacbior, ATLAS25anq",2025TNSTR.243....1R,,1/18/25 3:02,1/18/25 3:02,,True,251.73001283589724,0.8109999999999999,-0.015958333333331964,17.8935,-55.01428447503216
AT2025nf,field9932-2025-01-17,field9932,H,C2,/mnt/photometry/AT2025nf/field9932-2025-01-17/H/stack/coadd.Open-H.02078168-02078223.C2.fits,/mnt/photometry/AT2025nf/field9932-2025-01-17/H/stack/GRB_H_C2_Data_2MASS_02078223.ecsv,2025-01-16,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,55.98957,-21.77628,1.0,1.0,2.0,1.36,46.82,1.245,1.45474,0.17053,,,17.171,16.479,0.028,0.04,0.575,,17.313,,,,-0.259,,,-0.116,,0.04,2025-01-17,1,sci,['/mnt/photometry/AT2025nf/field9932-2025-01-09/H/stack/coadd.Open-H.02042989-02043044.C2.fits'],['field9932-2025-01-09'],['C2'],[16.613],[0.035],[17.193],[0.034],[17.142],[0.031],[-7],[2.0],[1.0],[1.0],170611,AT,2025nf,55.98916798,-21.77612996,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.53,57.0,r,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",1/16/25 12:15,PS25ci,2025TNSTR.209....1C,,1/16/25 12:15,1/16/25 12:15,,False,633.0592904844475,0.8339999999999996,-0.05250000000000021,16.825,-50.83390166681401
SN2025Q,field3238-2025-01-19,field3238,Y,C1,/mnt/photometry/SN2025Q/field3238-2025-01-19/Y/stack/coadd.Open-Y.02088987-02089003.C1.fits,/mnt/photometry/SN2025Q/field3238-2025-01-19/Y/stack/GRB_Y_C1_Data_DES_02089003.ecsv,2025-01-02,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,70.42901,-52.43332,3.0,3.0,3.0,1.39,6.01,1.375,0.55832,-1.0,,,20.625,19.995,0.227,0.254,99.0,,20.359,,,,99.0,,,99.0,,0.223,2025-01-19,17,sci,"['/mnt/photometry/SN2025Q/field3238-2025-01-14/Y/stack/coadd.Open-Y.02068120-02068136.C1.fits', '/mnt/photometry/SN2025Q/field3238-2024-11-15/Y/stack/coadd.Open-Y.01947986-01947996.C1.fits', '/mnt/photometry/SN2025Q/field3238-2025-01-08/Y/stack/coadd.Open-Y.02039133-02039149.C1.fits']","['field3238-2025-01-14', 'field3238-2024-11-15', 'field3238-2025-01-08']","['C1', 'C1', 'C1']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[12, -48, 6]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",170142,SN,2025Q,70.42903,-52.4331625,0.092,3.0,SN Ia,18,ATLAS,18.0,ATLAS,19.358,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",1/3/25 0:30,ATLAS25acg,2025TNSTR..28....1T,2025TNSCR.169....1R,1/3/25 0:30,1/12/25 16:01,,False,1201.759784441575,0.36400000000000077,,20.310000000000002,-40.81367848981544
AT2024afoz,field17660-2024-10-22,field17660,J,C2,/mnt/photometry/AT2024afoz/field17660-2024-10-22/J/stack/coadd.Open-J.01855967-01856605.C2.fits,/mnt/photometry/AT2024afoz/field17660-2024-10-22/J/stack/GRB_J_C2_Data_UKIDSS_J_01856605.ecsv,2024-10-23,60.06,Random,90.0,1,30,9223372036854775807:9223372036854775807:000NaN,29.52337,6.66301,2.0,2.0,2.0,1.16,18.57,1.632,0.43777,0.39228,,,19.512,19.201,0.069,0.059,0.677,,19.502,,,,0.376,,,0.366,,0.083,2024-10-22,-1,sci,['/mnt/photometry/AT2024afoz/field17660-2025-11-20/J/stack/coadd.Open-J.03215351-03215387.C2.fits'],['field17660-2025-11-20'],['C2'],[19.432],[0.271],[19.549],[0.257],[19.649],[0.207],[393],[1.0],[1.0],[1.0],169431,AT,2024afoz,29.52349513,6.662991639,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.39,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",12/29/24 16:12,PS24nmc,2024TNSTR5135....1C,,12/29/24 16:12,12/29/24 16:12,,False,715.7994254456494,0.3009999999999984,-0.18399999999999928,19.3565,-52.804532423416035
SN2024aeqs,field5150-2024-12-29,field5150,J,C2,/mnt/photometry/SN2024aeqs/field5150-2024-12-29/J/stack/coadd.Open-J.02031622-02031638.C2.fits,/mnt/photometry/SN2024aeqs/field5150-2024-12-29/J/stack/GRB_J_C2_Data_VHS_02031638.ecsv,2024-12-23,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,66.75747,-42.20007,0.0,0.0,0.0,0.78,52.24,1.241,0.74845,-1.0,,,16.161,16.123,0.022,0.269,99.0,,18.198,,,,99.0,,,99.0,,0.024,2024-12-29,6,sci,['/mnt/photometry/SN2024aeqs/field5150-2025-10-13/J/stack/coadd.Open-J.03082718-03082754.C2.fits'],['field5150-2025-10-13'],['C2'],[nan],[nan],[nan],[nan],[nan],[nan],[294],[nan],[nan],[nan],168790,SN,2024aeqs,66.75763675,-42.19990489,0.015,1.0,SN,59,GOTO,59.0,GOTO,15.93,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",12/23/24 13:08,"GOTO24jhn, ATLAS24rte, PS24myy",2024TNSTR5031....1O,2024TNSCR5058....1V,12/23/24 13:08,12/24/24 22:33,,False,1477.6903640149358,2.0749999999999993,,16.142000000000003,-44.16467273592039
SN2024aeqs,field5150-2025-01-07,field5150,H,C2,/mnt/photometry/SN2024aeqs/field5150-2025-01-07/H/stack/coadd.Open-H.02035469-02035489.C2.fits,/mnt/photometry/SN2024aeqs/field5150-2025-01-07/H/stack/GRB_H_C2_Data_2MASS_02035489.ecsv,2024-12-23,11.44,Random,90.0,1,5,9223372036854775807:9223372036854775807:000NaN,66.75752,-42.2,3.0,3.0,3.0,0.61,25.35,1.146,0.46515,-1.0,,,17.48,17.556,0.056,0.063,99.0,,17.457,,,,99.0,,,99.0,,0.078,2025-01-07,15,sci,"['/mnt/photometry/SN2024aeqs/field5150-2025-01-10/H/stack/coadd.Open-H.02050513-02050533.C2.fits', '/mnt/photometry/SN2024aeqs/field5150-2025-01-18/H/stack/coadd.Open-H.02082447-02082467.C2.fits']","['field5150-2025-01-10', 'field5150-2025-01-18']","['C2', 'C2']","[17.866, 17.971]","[0.135, 0.165]","[17.841, 18.068]","[0.106, 0.13]","[17.809, 18.114]","[0.091, 0.119]","[18, 26]","[3.0, 3.0]","[3.0, 3.0]","[3.0, 3.0]",168790,SN,2024aeqs,66.75763675,-42.19990489,0.015,1.0,SN,59,GOTO,59.0,GOTO,15.93,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",12/23/24 13:08,"GOTO24jhn, ATLAS24rte, PS24myy",2024TNSTR5031....1O,2024TNSCR5058....1V,12/23/24 13:08,12/24/24 22:33,,False,1575.568518347147,0.0990000000000002,-0.4220000000000006,17.518,-44.164420713725576
SN2024aeqs,field5150-2025-01-07,field5150,Y,C2,/mnt/photometry/SN2024aeqs/field5150-2025-01-07/Y/stack/coadd.Open-Y.02035973-02035989.C2.fits,/mnt/photometry/SN2024aeqs/field5150-2025-01-07/Y/stack/GRB_Y_C2_Data_DES_02035989.ecsv,2024-12-23,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,66.75748,-42.20005,0.0,0.0,0.0,0.72,32.37,1.129,0.66146,-1.0,,,17.745,17.808,0.035,0.063,99.0,,17.837,,,,99.0,,,99.0,,0.04,2025-01-07,15,sci,"['/mnt/photometry/SN2024aeqs/field5150-2025-01-10/Y/stack/coadd.Open-Y.02051013-02051029.C2.fits', '/mnt/photometry/SN2024aeqs/field5150-2025-01-18/Y/stack/coadd.Open-Y.02084211-02084227.C2.fits']","['field5150-2025-01-10', 'field5150-2025-01-18']","['C2', 'C2']","[18.147, 18.426]","[0.064, 0.13]","[18.145, 18.833]","[0.1, 0.19]","[18.132, 18.693]","[0.053, 0.101]","[18, 26]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",168790,SN,2024aeqs,66.75763675,-42.19990489,0.015,1.0,SN,59,GOTO,59.0,GOTO,15.93,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",12/23/24 13:08,"GOTO24jhn, ATLAS24rte, PS24myy",2024TNSTR5031....1O,2024TNSCR5058....1V,12/23/24 13:08,12/24/24 22:33,,False,1552.3302064594532,0.028999999999999915,-0.5729999999999986,17.7765,-44.164420713725576
AT2024aevn,field3044-2024-12-27,field3044,J,C3,/mnt/photometry/AT2024aevn/field3044-2024-12-27/J/stack/coadd.Open-J.02025883-02025899.C3.fits,/mnt/photometry/AT2024aevn/field3044-2024-12-27/J/stack/GRB_J_C3_Data_VHS_02025899.ecsv,2024-12-24,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,61.01074,-54.10014,2.0,2.0,2.0,14.87,826.99,1.545,0.62167,0.52533,,,13.86,10.286,0.007,0.018,3.634,,13.023,,,,0.897,,,0.06,,0.002,2024-12-27,3,sci,"['/mnt/photometry/AT2024aevn/field3044-2024-12-24/J/stack/coadd.Open-J.02018518-02018534.C3.fits', '/mnt/photometry/AT2024aevn/field3044-2025-10-18/J/stack/coadd.Open-J.03101692-03101728.C3.fits']","['field3044-2024-12-24', 'field3044-2025-10-18']","['C3', 'C3']","[11.05, nan]","[0.003, nan]","[13.722, nan]","[0.022, nan]","[13.779, nan]","[0.007, nan]","[0, 298]","[2.0, nan]","[2.0, nan]","[2.0, nan]",168915,AT,2024aevn,61.010458,-54.100083,,,,0,,0.0,,13.7,75.0,G,Jean-Claude Merlin,12/24/24 12:10,JCMH667,2024TNSTR5049....1M,,12/24/24 12:10,12/24/24 12:10,,False,1702.586895214225,2.737,-0.3415000000000008,12.073,-45.92104379220897
SN2024ztk,field6612-2024-10-25,field6612,H,C4,/mnt/photometry/SN2024ztk/field6612-2024-10-25/H/stack/coadd.Open-H.01873344-01873399.C4.fits,/mnt/photometry/SN2024ztk/field6612-2024-10-25/H/stack/GRB_H_C4_Data_VIKING_01873399.ecsv,2024-10-30,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,52.45394,-36.07949,0.0,0.0,0.0,1.89,32.18,1.087,2.76192,-1.0,,,17.613,16.694,0.045,0.042,99.0,,17.665,,,,99.0,,,99.0,,0.047,2024-10-25,-5,sci,['/mnt/photometry/SN2024ztk/field6612-2024-10-31/H/stack/coadd.Open-H.01894080-01894135.C4.fits'],['field6612-2024-10-31'],['C4'],[16.758],[0.104],[17.453],[0.079],[17.6],[0.111],[1],[0.0],[0.0],[0.0],165421,SN,2024ztk,52.453417,-36.080131,0.1,106.0,SN Ia-CSM,60,BlackGEM,60.0,BlackGEM,19.92,118.0,BG-q,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",10/30/24 15:07,"BGEM J032948.79-360448.7, GOTO24hxw, ATLAS24pzi, Gaia24drj, PS24mzm",2024TNSTR4213....1S,2024TNSCR4471....1T,10/30/24 15:07,12/18/24 15:50,,False,1184.807925223027,0.9710000000000001,-0.025500000000000966,17.1535,-55.55814448075032
AT2024advt,field17114-2024-11-16,field17114,J,C4,/mnt/photometry/AT2024advt/field17114-2024-11-16/J/stack/coadd.Open-J.01953022-01953058.C4.fits,/mnt/photometry/AT2024advt/field17114-2024-11-16/J/stack/GRB_J_C4_Data_UKIDSS_J_01953058.ecsv,2024-12-02,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,125.36975,4.04257,1.0,2.0,2.0,1.29,30.78,1.073,1.72021,0.05343,,,17.732,17.183,0.042,0.053,0.775,,17.841,,,,0.117,,,0.226,,0.059,2024-11-16,-16,sci,['/mnt/photometry/AT2024advt/field17114-2025-12-13/J/stack/coadd.Open-J.03288702-03288738.C4.fits'],['field17114-2025-12-13'],['C4'],[17.232],[0.05],[17.816],[0.045],[17.707],[0.039],[376],[2.0],[1.0],[2.0],168240,AT,2024advt,125.3693179,4.0423628,,,,48,ZTF,48.0,ZTF,20.4195,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",12/11/24 10:23,ZTF24abvyprj,2024TNSTR4868....1S,,12/11/24 10:23,12/11/24 10:23,,False,1076.0913385506017,0.6580000000000013,-0.012000000000000455,17.4575,21.585801376357555
AT2024acdq,field7399-2024-11-21,field7399,H,C1,/mnt/photometry/AT2024acdq/field7399-2024-11-21/H/stack/coadd.Open-H.01970617-01970672.C1.fits,/mnt/photometry/AT2024acdq/field7399-2024-11-21/H/stack/GRB_H_C1_Data_VIKING_01970672.ecsv,2024-11-20,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,52.1997,-31.688,2.0,2.0,2.0,1.33,135.97,1.464,0.23712,0.22534,,,16.01,15.491,0.01,0.021,0.673,,16.087,,,,0.077,,,0.154,,0.012,2024-11-21,1,sci,['/mnt/photometry/AT2024acdq/field7399-2024-11-24/H/stack/coadd.Open-H.01981302-01981357.C1.fits'],['field7399-2024-11-24'],['C1'],[15.524],[0.014],[16.105],[0.022],[16.058],[0.011],[4],[2.0],[1.0],[2.0],167054,AT,2024acdq,52.19975385,-31.68795538,,,,18,ATLAS,18.0,ATLAS,18.249,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",11/25/24 12:20,"ATLAS24qnt, GOTO24inz",2024TNSTR4621....1T,,11/25/24 12:20,11/25/24 12:20,,False,702.7585786227405,0.5960000000000001,-0.04049999999999887,15.7505,-55.834702614074686
AT2024acdo,field6105-2024-11-28,field6105,H,C4,/mnt/photometry/AT2024acdo/field6105-2024-11-28/H/stack/coadd.Open-H.01995014-01995034.C4.fits,/mnt/photometry/AT2024acdo/field6105-2024-11-28/H/stack/GRB_H_C4_Data_2MASS_01995034.ecsv,2024-11-23,11.44,Random,90.0,1,5,9223372036854775807:9223372036854775807:000NaN,50.67237,-38.15498,1.0,1.0,2.0,2.07,107.13,1.836,2.96006,0.41691,,,15.565,14.526,0.014,0.063,0.924,,15.796,,,,-0.346,,,-0.115,,0.017,2024-11-28,5,sci,"['/mnt/photometry/AT2024acdo/field6105-2025-01-07/H/stack/coadd.Open-H.02033725-02033745.C4.fits', '/mnt/photometry/AT2024acdo/field6105-2024-11-30/H/stack/coadd.Open-H.02003184-02003204.C4.fits', '/mnt/photometry/AT2024acdo/field6105-2025-01-17/H/stack/coadd.Open-H.02077653-02077673.C4.fits', '/mnt/photometry/AT2024acdo/field6105-2025-01-10/H/stack/coadd.Open-H.02048302-02048322.C4.fits']","['field6105-2025-01-07', 'field6105-2024-11-30', 'field6105-2025-01-17', 'field6105-2025-01-10']","['C4', 'C4', 'C4', 'C4']","[14.577, 14.835, 14.598, 14.625]","[0.031, 0.02, 0.02, 0.016]","[15.992, 15.711, 17.308, 15.473]","[0.099, 0.072, 0.074, 0.073]","[15.699, 15.642, 15.689, 15.449]","[0.025, 0.019, 0.017, 0.015]","[45, 7, 55, 48]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 1.0]",167052,AT,2024acdo,50.67135909,-38.15478545,,,,18,ATLAS,18.0,ATLAS,18.929,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",11/25/24 12:18,"ATLAS24qnr, GOTO24inx",2024TNSTR4621....1T,,11/25/24 12:18,11/25/24 12:18,,False,888.3376415359076,1.2699999999999996,-0.09375,15.0455,-56.749594369543935
AT2024acdo,field6105-2024-11-29,field6105,Z,C4,/mnt/photometry/AT2024acdo/field6105-2024-11-29/Z/stack/coadd.Z-Open.01998378-01998388.C4.fits,/mnt/photometry/AT2024acdo/field6105-2024-11-29/Z/stack/GRB_Z_C4_Data_Skymapper_01998388.ecsv,2024-11-23,11.44,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,50.67232,-38.15484,2.0,2.0,1.0,1.86,45.66,1.554,2.7164,0.48052,,,16.345,15.481,0.039,0.118,-0.088,,16.116,,,,-0.723,,,-0.952,,0.032,2024-11-29,6,sci,"['/mnt/photometry/AT2024acdo/field6105-2024-12-29/Z/stack/coadd.Z-Open.02030108-02030124.C4.fits', '/mnt/photometry/AT2024acdo/field6105-2024-12-01/Z/stack/coadd.Z-Open.02007054-02007064.C4.fits', '/mnt/photometry/AT2024acdo/field6105-2024-11-27/Z/stack/coadd.Z-Open.01990366-01990376.C4.fits']","['field6105-2024-12-29', 'field6105-2024-12-01', 'field6105-2024-11-27']","['C4', 'C4', 'C4']","[14.451, nan, nan]","[0.012, nan, nan]","[14.916, nan, nan]","[0.164, nan, nan]","[14.649, nan, nan]","[0.013, nan, nan]","[36, 8, 4]","[0.0, nan, nan]","[0.0, nan, nan]","[0.0, nan, nan]",167052,AT,2024acdo,50.67135909,-38.15478545,,,,18,ATLAS,18.0,ATLAS,18.929,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",11/25/24 12:18,"ATLAS24qnr, GOTO24inx",2024TNSTR4621....1T,,11/25/24 12:18,11/25/24 12:18,,False,904.5125133553156,0.6349999999999998,1.3629999999999995,15.913,-56.74959840492465
